"z","Y","std"
-1.5434,0,0.3288
-0.4536,1,0.231
-0.389,1,0.2342
-0.2764,1,0.2418
-0.7168,0,0.2307
-1.0714,0,0.326
-1.1042,0,0.2645
-1.0819,0,0.2619
0.0177,1,0.2083
-1.0185,0,0.2548
-0.9411,0,0.2468
-0.283,1,0.2413
-0.1646,1,0.251
-0.6681,0,0.229
-0.4337,0,0.2319
0.7276,1,0.2088
0.2883,1,0.2046
-0.3769,1,0.2211
-0.3314,1,0.2378
-0.5319,0,0.2286
-0.3838,1,0.2215
-0.9856,0,0.2513
-0.8534,0,0.239
-0.0572,1,0.2606
-0.032,1,0.2629
-0.037,1,0.2625
-1.2005,0,0.276
-0.1498,1,0.2523
-0.7849,0,0.2342
-0.5838,0,0.2281
0.3317,1,0.2044
-1.3235,0,0.2909
0.1049,1,0.2066
0.1485,1,0.206
-1.5157,0,0.3141
-0.5826,0,0.2321
-0.3589,1,0.236
-0.8377,0,0.2378
-0.3849,0,0.2345
-0.5048,0,0.2293
-1.4508,0,0.3063
-0.5484,1,0.2284
-0.1511,1,0.2127
0.3776,1,0.2043
-0.5682,0,0.2281
-0.7329,1,0.2314
0.1026,1,0.2067
-0.7992,0,0.2351
0.8283,1,0.2123
0.1379,1,0.2061
-0.5485,1,0.23
0.2156,1,0.2052
-2.5436,0,0.3762
-0.8224,1,0.2367
-0.0938,1,0.2573
0.5672,1,0.2055
-0.6183,1,0.2282
-0.879,0,0.2411
-0.1736,1,0.2503
-0.553,1,0.2283
0.223,1,0.2051
-2.4864,0,0.3705
-0.9748,0,0.2502
-0.0801,1,0.2106
-0.6547,1,0.2287
-0.3286,1,0.238
-0.3535,1,0.2364
-0.7383,0,0.2316
-0.7237,0,0.231
-0.5772,0,0.2281
-0.6853,1,0.2295
-0.0577,1,0.2101
-0.3635,0,0.2206
-0.2568,0,0.2434
-1.3122,0,0.3264
-1.7783,0,0.3333
0.0316,1,0.208
-0.4661,0,0.2255
0.012,1,0.2084
-0.413,0,0.2228
-1.8064,0,0.334
-0.246,0,0.2442
-0.856,0,0.2392
-2.426,0,0.3651
-0.0304,1,0.2631
0.4181,1,0.2043
-0.1869,1,0.2491
-0.4348,0,0.2318
0.1316,1,0.2062
-1.0395,0,0.2571
-0.1618,1,0.2513
-0.5516,0,0.2283
-0.3059,1,0.2396
0.1501,1,0.206
0.3,1,0.2045
1.2482,1,0.242
0.5924,1,0.2058
0.3057,1,0.2045
-0.2165,1,0.2148
-0.2028,1,0.2144
0.2373,1,0.205
-1.0339,0,0.2565
-0.007,1,0.2088
-0.0578,1,0.2101
-0.851,0,0.2388
-0.0443,1,0.2618
-0.0746,1,0.259
0.5638,1,0.2054
-0.5554,0,0.2283
-0.5275,0,0.2288
-0.7485,0,0.2321
-0.5679,0,0.2282
-0.4887,0,0.2297
-0.2554,0,0.2162
-1.0759,0,0.2612
-1.1513,0,0.2701
-0.2648,0,0.2427
-0.0115,1,0.2648
-0.5424,1,0.2284
0.1586,1,0.2058
-0.3809,1,0.2347
-0.2584,1,0.2163
-0.3991,0,0.2337
0.1334,1,0.2062
-0.2299,1,0.2153
-0.8465,1,0.2385
-0.4941,0,0.2296
-1.4665,0,0.3082
-0.1986,1,0.2142
-1.1271,0,0.2672
-0.2546,1,0.2435
-0.4759,0,0.2302
-1.0633,0,0.2598
0.6307,1,0.2065
0.3622,1,0.2043
-1.4184,0,0.3024
0.1027,1,0.2067
0.6825,1,0.2076
-0.0743,1,0.2105
0.2352,1,0.205
-0.5441,0,0.2284
-0.4127,1,0.2329
-0.2191,0,0.2149
-0.9991,0,0.2527
-0.717,0,0.2307
0.4389,1,0.2044
0.0329,1,0.208
-0.0329,1,0.2628
-0.0017,1,0.2087
0.0297,1,0.208
-0.782,1,0.234
-0.6401,1,0.2285
-0.3912,0,0.2341
-0.9778,1,0.2505
-2.3676,0,0.3604
-0.1044,1,0.2113
-1.1558,0,0.3258
-0.7033,0,0.2301
0.7933,1,0.2109
-0.6565,0,0.2288
-0.7319,1,0.2313
-0.2195,1,0.2149
-0.2076,1,0.2474
-0.1288,1,0.2542
-0.1299,1,0.2541
0.3839,1,0.2043
-0.0768,1,0.2106
-0.9007,0,0.243
-0.5082,1,0.2292
-0.8125,0,0.236
-0.1236,1,0.2119
-0.5653,1,0.2282
-0.4934,0,0.2296
0.5454,1,0.2052
-0.9539,0,0.2481
-1.142,0,0.2689
-0.0511,1,0.2612
-0.3915,0,0.2341
-0.6809,0,0.2294
-0.8045,0,0.2354
-0.604,0,0.2281
-0.2292,0,0.2153
0.0909,1,0.2069
0.0603,1,0.2074
0.2603,1,0.2048
0.5427,1,0.2052
0.6232,1,0.2064
0.1635,1,0.2058
-0.0563,1,0.2607
-0.6137,0,0.2281
-1.8853,0,0.3362
-0.1487,1,0.2126
0.5393,1,0.2051
-0.0152,1,0.209
0.3871,1,0.2043
0.4427,1,0.2044
0.4176,1,0.2043
-0.7519,0,0.2323
-0.2165,1,0.2148
-0.1373,1,0.2534
-0.7478,0,0.2321
-0.1553,1,0.2128
0.3973,1,0.2043
-0.8052,0,0.2355
-0.4281,1,0.2322
-1.0023,0,0.2531
-0.1313,1,0.254
0.2959,1,0.2045
-0.4986,1,0.2294
-0.8197,0,0.2365
-0.7122,0,0.2305
-0.3538,0,0.2364
-0.1069,1,0.2114
-0.8962,0,0.2426
-0.6919,0,0.2297
-1.9885,0,0.3396
-0.2811,0,0.2415
-0.2361,1,0.2155
-1.9799,0,0.3393
-1.3738,0,0.3269
-0.4725,0,0.2303
-0.7068,0,0.2303
0.105,1,0.2066
-0.3152,1,0.239
-0.0775,1,0.2106
0.3532,1,0.2043
-0.7928,0,0.2347
-0.0325,1,0.2094
0.1664,1,0.2057
-0.4888,1,0.2297
0.0112,1,0.2669
-0.6948,1,0.2298
-0.9311,0,0.2459
-0.6443,0,0.2285
0.8227,1,0.2121
0.6179,1,0.2063
-0.8876,0,0.2419
-0.0108,1,0.2089
-0.5787,0,0.2281
0.2566,1,0.2048
-1.1436,0,0.2691
0.058,1,0.2075
-1.0977,0,0.2637
-0.6726,1,0.2292
-0.0862,1,0.258
-1.2472,0,0.2816
-0.9523,0,0.2479
-0.008,1,0.2089
-0.362,0,0.2358
-0.6892,0,0.2297
0.3498,1,0.2043
-0.5617,0,0.2282
0.0431,1,0.2078
0.1509,1,0.2059
-0.5498,1,0.2301
-0.5215,0,0.2288
-0.4724,1,0.2303
-0.7748,0,0.2336
-1.0982,0,0.2638
-0.3714,1,0.2353
0.1048,1,0.2066
-1.7279,0,0.3322
-0.2617,0,0.243
-0.0731,1,0.2105
-0.2263,1,0.2458
-0.3424,0,0.2196
0.0183,1,0.2083
-2.3696,0,0.3605
-0.9899,0,0.2518
-1.376,0,0.3269
-1.4582,0,0.3277
-1.0565,0,0.259
-0.2882,0,0.2409
-0.7287,0,0.2312
0.8039,1,0.2113
-0.203,1,0.2144
-0.7302,0,0.2312
-0.3118,0,0.2392
0.9465,1,0.2179
-0.8137,0,0.2361
-0.1961,1,0.2483
0.6071,1,0.2061
-2.0452,0,0.3418
-0.0679,1,0.2596
0.7657,1,0.21
-0.2534,1,0.2161
-0.3425,1,0.2196
-0.3124,0,0.2184
-0.7392,0,0.2317
-0.6306,0,0.2283
-0.2166,1,0.2148
-0.2164,1,0.2148
-0.6466,0,0.2286
0.6954,1,0.2079
-0.5916,0,0.2281
-1.1518,0,0.3258
0.0455,1,0.2701
-0.6457,0,0.2286
-0.6252,0,0.2283
-0.1711,1,0.2133
-0.3225,0,0.2385
0.1792,1,0.2056
0.0342,1,0.208
-0.0963,1,0.2111
0.2361,1,0.205
0.2839,1,0.2046
0.7462,1,0.2094
0.3837,1,0.2043
-1.0436,0,0.2576
-0.8862,0,0.2417
-0.4687,0,0.2304
-0.9434,0,0.247
0.1228,1,0.2064
-0.091,1,0.2109
-0.6929,1,0.2298
-0.1286,1,0.212
-0.4417,0,0.2315
-0.1034,1,0.2564
-0.1025,1,0.2113
-1.5978,0,0.3332
0.2046,1,0.2053
-0.5127,0,0.2291
-0.3351,0,0.2376
-2.0175,0,0.3407
0.0588,1,0.2075
-0.5601,0,0.2282
-0.9537,0,0.2481
-1.0559,0,0.259
0.3868,1,0.2043
-1.2156,0,0.2778
-0.4343,0,0.2319
1.1635,1,0.2337
-0.4,0,0.2336
0.2897,1,0.2046
-0.1231,1,0.2118
-1.08,0,0.2617
-1.0277,0,0.2558
-0.9397,0,0.2467
-0.236,1,0.245
-1.5234,0,0.315
-0.6509,0,0.2287
-0.0294,1,0.2632
-0.4064,0,0.2333
0.3266,1,0.2044
-0.464,1,0.2306
0.1605,1,0.2058
-0.7495,0,0.2322
-0.7532,0,0.2324
-0.6215,0,0.2282
0.2152,1,0.2052
-0.6987,0,0.23
0.1644,1,0.2058
-0.9938,0,0.2522
-0.2894,1,0.2409
-1.201,0,0.3259
-0.2081,0,0.2145
0.0127,1,0.2084
0.6568,1,0.207
0.2122,1,0.2052
0.4536,1,0.2044
-0.326,0,0.2382
-0.8959,0,0.2426
-0.9984,0,0.2527
-0.4944,0,0.2296
-0.3106,1,0.2393
-0.1653,1,0.2131
-1.3827,0,0.2981
-0.6519,0,0.2287
-0.3942,0,0.2339
-0.7424,0,0.2318
-0.5815,0,0.2281
-0.0671,0,0.2103
-0.6556,0,0.2287
-1.1908,0,0.2748
-0.4379,1,0.2317
-0.6932,0,0.2298
-0.1685,1,0.2507
-0.7237,0,0.231
-0.812,0,0.2359
0.1495,1,0.206
-1.7803,0,0.3334
-0.0113,1,0.2089
-1.7148,0,0.3319
-1.3079,0,0.3264
0.4564,1,0.2045
-1.5701,0,0.3292
-0.4278,0,0.2322
-0.3425,0,0.2371
-1.2474,0,0.326
0.1266,1,0.2063
0.1864,1,0.2055
-0.1775,1,0.2135
-0.5016,1,0.2293
-1.1826,0,0.2738
-1.1578,0,0.2708
-0.1106,1,0.2115
-1.1654,0,0.2717
-0.0469,1,0.2098
-0.9859,0,0.2513
-0.8976,0,0.2428
-0.1871,1,0.2491
-0.7651,0,0.233
0.3988,1,0.2043
0.3045,1,0.2045
-0.7923,0,0.2346
0.8679,1,0.214
-0.4129,0,0.2329
-0.2921,0,0.2407
-0.194,1,0.2485
-2.1452,0,0.3464
-0.2942,0,0.2405
-0.6579,0,0.2288
0.102,1,0.2067
-0.4539,0,0.231
-0.0674,1,0.2103
0.052,1,0.2076
-1.402,0,0.3271
-0.7382,0,0.2316
-0.1519,1,0.2127
-0.6126,0,0.2281
0.2071,1,0.2053
-0.3188,0,0.2387
-1.7988,0,0.3338
-0.8375,0,0.2378
0.8056,1,0.2114
-0.0431,1,0.2097
-0.162,1,0.2513
-0.6843,1,0.2295
-1.4116,0,0.3016
-0.6005,0,0.2281
-0.7261,1,0.2311
-1.2978,0,0.2878
-1.3421,0,0.3266
-0.2471,0,0.2441
-1.2107,0,0.2772
0.2541,1,0.2048
-1.0052,0,0.2534
-0.0469,1,0.2098
0.0093,1,0.2085
-0.1652,1,0.251
-0.2882,0,0.2409
-0.2056,1,0.2144
0.2955,1,0.2045
-0.6417,0,0.2285
-0.8613,0,0.2397
0.0899,1,0.2069
-0.1171,1,0.2552
0.314,1,0.2044
0.1645,1,0.2058
-1.7514,0,0.3327
-1.2371,0,0.2804
0.047,1,0.2077
-0.955,0,0.2482
-0.0553,1,0.21
-0.13,1,0.2121
-0.4427,1,0.2315
-0.3108,1,0.2183
-0.2214,0,0.215
-0.7837,1,0.2341
-0.2729,0,0.2421
-0.0402,1,0.2096
-0.2634,1,0.2165
-0.3613,0,0.2205
0.1527,1,0.2059
-0.3871,0,0.2343
-0.4815,0,0.232
-0.1434,1,0.2125
-0.7529,0,0.2324
-0.6723,0,0.2292
-1.2114,0,0.2773
0.2637,1,0.2047
0.5809,1,0.2057
-1.599,0,0.324
-0.4688,0,0.2304
-0.1735,1,0.2503
-0.3458,1,0.2369
-0.2868,1,0.2411
-0.6204,0,0.2282
-0.2222,0,0.215
0.0557,1,0.2075
0.3507,1,0.2043
0.0189,1,0.2676
-0.0613,1,0.2102
-0.6295,0,0.2283
0.2559,1,0.2048
1.5876,1,0.2901
-0.4101,1,0.2331
-0.1265,1,0.2119
-1.1198,0,0.2663
-1.021,0,0.2551
0.0037,1,0.2086
0.5807,1,0.2057
-0.2558,1,0.2162
-0.4762,0,0.2302
0.196,1,0.2054
-0.6226,0,0.2282
-0.02,1,0.2091
-0.0067,1,0.2088
-1.1155,0,0.2658
0.4443,1,0.2044
-0.7047,0,0.2302
-0.2591,1,0.2432
0.0051,1,0.2086
-0.4601,0,0.2308
0.0209,1,0.2678
-0.0179,1,0.2091
-0.0094,1,0.2089
-0.9578,0,0.2485
0.4063,1,0.2043
-0.8714,0,0.2405
-0.3679,0,0.2207
-0.0666,1,0.2103
-0.449,0,0.2312
-0.6705,0,0.2291
-1.2041,0,0.2764
-0.3249,0,0.2383
0.0322,1,0.208
-0.5403,1,0.2285
-0.5047,0,0.2293
-0.7078,0,0.2303
-0.9279,0,0.2455
-0.2489,1,0.216
-0.0761,1,0.2589
-0.1382,1,0.2123
-0.7824,0,0.234
-0.1099,1,0.2559
0.0769,1,0.2071
-0.0143,1,0.209
-0.7176,0,0.2307
-0.7448,0,0.2319
0.1826,1,0.2055
-0.4864,1,0.2298
0.1646,1,0.2058
-0.0387,1,0.2096
0.0981,1,0.2068
-1.6601,0,0.3312
0.229,1,0.205
0.7412,1,0.2092
-1.6741,0,0.3311
-0.8644,0,0.2399
0.4888,1,0.2047
-0.3317,0,0.2192
-1.0158,1,0.2545
-0.7018,0,0.2301
-0.4209,1,0.2232
-0.2358,1,0.245
-1.5635,0,0.3198
-1.1612,0,0.2712
-0.7684,0,0.2332
-0.7475,1,0.2321
-0.4949,0,0.2295
0.0115,1,0.2084
-0.1985,1,0.2142
-0.4496,1,0.2312
-0.744,0,0.2319
-1.0045,0,0.2533
0.0407,1,0.2078
0.612,1,0.2062
0.4562,1,0.2045
-0.2039,1,0.2144
-1.0856,0,0.2623
0.2621,1,0.2047
0.2728,1,0.2047
-0.1794,1,0.2498
0.0298,1,0.2686
-1.5391,0,0.3169
-0.38,0,0.2347
0.1188,1,0.277
-0.174,1,0.2134
-0.1385,1,0.2533
-0.3658,1,0.2356
-0.3691,0,0.2354
-0.5897,0,0.2281
-1.0078,0,0.2537
-1.28,0,0.3262
-0.6518,0,0.2287
-0.1058,1,0.2114
-0.6866,1,0.2296
-0.1109,1,0.2115
0.0449,1,0.2077
0.1416,1,0.2061
0.5747,1,0.2056
0.3565,1,0.2043
-0.1872,1,0.2138
0.8093,1,0.2115
-0.8969,0,0.2427
-0.9387,0,0.2466
-0.2518,0,0.2438
0.0235,1,0.2082
0.0717,1,0.2725
0.2505,1,0.2048
-0.5091,0,0.2291
-0.0812,1,0.2107
-0.4034,0,0.2334
-0.0791,1,0.2106
-0.5102,0,0.2291
0.428,1,0.2043
0.2618,1,0.2047
-0.4874,0,0.2298
-0.8642,0,0.2399
-0.403,0,0.2223
-0.2817,1,0.2414
0.1068,1,0.2066
-0.2608,0,0.243
-1.4544,0,0.3068
-0.1707,1,0.2505
-0.1213,1,0.2118
0.5905,1,0.2058
-0.0456,1,0.2098
-0.2246,1,0.246
-1.1686,0,0.2721
-0.8433,0,0.2382
0.2692,1,0.2047
-0.1757,1,0.2501
-0.9062,0,0.2435
-0.1355,1,0.2536
-0.2937,0,0.2177
-0.3211,1,0.2386
-0.9779,0,0.2505
-0.0236,1,0.2092
-0.1657,1,0.2509
-2.3608,0,0.363
-0.2648,1,0.2427
0.186,1,0.2055
-0.4785,0,0.2301
-0.5156,0,0.229
-0.2924,1,0.2406
-0.9927,0,0.2521
-0.0541,1,0.21
-0.3453,1,0.2369
-0.4355,0,0.2318
0.0228,1,0.2082
-0.2999,0,0.2401
0.155,1,0.2059
-0.5905,0,0.2281
-0.7412,0,0.2318
-0.7954,0,0.2348
0.5409,1,0.2051
-0.709,0,0.2304
-0.8084,0,0.2357
-0.0588,1,0.2101
-0.3303,1,0.2379
-1.1049,0,0.2646
0.5351,1,0.2051
0.4827,1,0.2046
-0.7116,0,0.2305
-0.7648,0,0.233
-1.6335,0,0.3303
-0.702,1,0.2301
-0.4314,0,0.232
-0.5674,0,0.2282
0.1514,1,0.2059
-0.0391,1,0.2096
-0.4945,0,0.2296
0.0944,1,0.2068
-0.9615,0,0.2488
-0.4086,0,0.2331
0.1894,1,0.2055
-1.3664,0,0.2961
0.8709,1,0.2141
-0.6827,0,0.2294
-1.0344,0,0.2566
0.8835,1,0.2147
0.1422,1,0.2061
0.017,1,0.2083
-0.7148,0,0.2306
-1.2787,0,0.2855
-1.0839,0,0.2622
-0.2302,1,0.2153
-0.8487,1,0.2386
-1.1482,0,0.2697
-0.6818,0,0.2294
-0.1399,1,0.2123
-1.1521,0,0.2701
-0.4415,0,0.2315
-0.4314,0,0.232
-0.065,1,0.2599
-2.2944,0,0.3551
0.4943,1,0.2047
-0.1972,1,0.2482
-2.6161,0,0.3842
-0.4246,1,0.2323
-0.4401,0,0.2316
-0.4711,1,0.2303
0.3546,1,0.2043
0.0851,1,0.207
-0.2265,1,0.2458
-1.439,0,0.3275
-1.4075,0,0.3011
0.6192,1,0.2063
-0.9496,0,0.2477
-1.142,0,0.2689
-0.3484,1,0.2367
-0.5893,0,0.2281
-0.2122,1,0.247
-0.9679,0,0.2495
0.2146,1,0.2052
-0.7652,0,0.233
-0.1358,1,0.2536
-0.6792,0,0.2293
0.0337,1,0.208
-0.0179,1,0.2091
-0.3335,0,0.2377
0.3309,1,0.2044
0.1938,1,0.2054
-1.5102,0,0.3135
-1.4209,0,0.3027
-0.9276,0,0.2455
-0.9998,0,0.2528
0.685,1,0.2077
-0.2104,0,0.2471
-0.2143,1,0.2468
-0.4829,0,0.2263
-0.7468,0,0.232
-1.3486,0,0.3266
-0.0152,1,0.2645
-0.3194,0,0.2387
-0.5486,1,0.2284
-0.9402,1,0.2467
-0.0367,1,0.2095
-0.6322,0,0.2283
-0.3296,1,0.2191
-0.6599,0,0.2288
-1.2789,0,0.2855
0.1525,1,0.2059
-0.091,1,0.2109
0.4392,1,0.2044
0.1993,1,0.2053
-0.089,1,0.2109
0.5691,1,0.2055
-0.6994,0,0.23
-2.0788,0,0.3433
-0.648,0,0.2286
-2.1245,0,0.3454
-0.3336,1,0.2193
0.5237,1,0.205
-0.4193,0,0.2326
0.3907,1,0.2043
-0.5112,0,0.2291
-0.5416,1,0.2285
-0.3775,0,0.2349
0.2647,1,0.2047
-0.1588,1,0.2515
-0.3673,1,0.2207
0.5158,1,0.2049
-0.5981,0,0.2281
0.2007,1,0.2053
-0.5757,1,0.2281
-0.7295,0,0.2312
0.0831,1,0.207
-0.7246,1,0.231
-0.9248,0,0.2453
-1.4665,0,0.3082
-1.3657,0,0.3268
0.8142,1,0.2117
-1.0313,0,0.2562
0.0833,1,0.207
1.5876,1,0.2901
-0.096,1,0.2571
-0.2372,1,0.2155
-0.2594,1,0.2432
-0.7171,0,0.2307
0.047,1,0.2077
-0.59,0,0.2281
-0.3178,1,0.2388
-0.6752,0,0.2292
-0.7559,0,0.2325
-0.115,1,0.2116
-0.3377,1,0.2374
0.5635,1,0.2054
0.1848,1,0.2055
0.7783,1,0.2104
-1.0626,0,0.2597
-1.3287,0,0.2915
-0.6343,0,0.2284
0.2153,1,0.2052
-1.1557,0,0.2706
-0.703,0,0.2301
-0.2129,1,0.2469
0.0752,1,0.2072
-1.7945,0,0.3337
-0.2567,0,0.2434
0.7983,1,0.2111
-0.0574,1,0.2101
0.2353,1,0.205
-0.1527,1,0.2521
0.2787,1,0.2046
-0.8903,0,0.2421
-0.2742,1,0.242
0.1892,1,0.2055
-0.1389,1,0.2533
-0.5655,0,0.2282
-0.7967,0,0.2349
0.0313,1,0.208
-1.2726,0,0.2847
-0.1299,1,0.2541
0.4222,1,0.2043
-0.4324,1,0.2238
0.4123,1,0.2043
0.283,1,0.2046
-0.2743,1,0.242
-0.9266,0,0.2454
0.161,1,0.2058
-0.972,0,0.2499
-0.1842,1,0.2493
-0.1788,1,0.2136
-0.1766,1,0.25
-0.612,0,0.2281
0.357,1,0.2043
-0.0743,1,0.2105
-0.3699,1,0.2208
-2.4189,0,0.3645
-0.2892,1,0.2409
0.1886,1,0.2055
0.9898,1,0.2205
0.1556,1,0.2059
-0.579,0,0.2281
-0.121,1,0.2118
0.1185,1,0.2064
-0.0483,1,0.2098
0.3949,1,0.2043
-1.283,0,0.286
0.3746,1,0.2043
0.4149,1,0.2043
-0.5381,1,0.2285
-0.6005,0,0.2281
0.3043,1,0.2045
-0.2677,0,0.2167
-1.5552,0,0.329
-0.0512,1,0.2099
-0.0787,1,0.2587
-0.6036,0,0.2281
0.1218,1,0.2064
-1.0471,0,0.258
0.1163,1,0.2065
-0.2465,0,0.2159
-0.0866,1,0.2108
0.4165,1,0.2043
0.5058,1,0.2048
0.1131,1,0.2065
-1.084,0,0.3259
0.1373,1,0.2061
-0.6865,0,0.2296
-0.2721,1,0.2422
0.2523,1,0.2048
-0.0081,1,0.2089
0.3654,1,0.2043
-0.91,0,0.2439
-0.2887,1,0.2175
-1.0226,0,0.2553
-0.928,0,0.2456
-0.8186,0,0.2364
-0.1466,1,0.2126
-0.4731,0,0.2303
-0.4819,1,0.23
-0.3213,0,0.2385
0.1891,1,0.2055
0.1311,1,0.2062
-0.4431,0,0.2315
-0.3361,1,0.2375
-1.0756,0,0.2612
0.0894,1,0.2069
-0.536,0,0.2293
0.2056,1,0.2053
0.5778,1,0.2056
-0.563,0,0.2309
-0.2459,1,0.2159
0.1075,1,0.2066
0.2087,1,0.2052
-0.5191,0,0.2289
-1.0153,0,0.2545
0.2376,1,0.205
0.2668,1,0.2047
-0.4012,0,0.2335
-0.116,1,0.2553
-1.4545,0,0.3068
-0.7246,1,0.231
-0.1827,1,0.2137
0.8239,1,0.2121
-0.5884,1,0.2281
0.5927,1,0.2058
-1.5197,0,0.3285
-0.6146,0,0.2282
-1.2496,0,0.2819
-1.1226,0,0.2667
-0.8981,1,0.2428
-0.561,0,0.2282
-0.1425,1,0.2124
0.6823,1,0.2076
-0.2752,1,0.2419
-0.1247,1,0.2545
-1.4576,0,0.3072
-0.1499,1,0.2127
-0.0359,1,0.2095
-0.1411,1,0.2531
0.71,1,0.2083
-0.1094,1,0.2115
0.2606,1,0.2048
-0.2255,1,0.2459
0.1485,1,0.206
-0.0508,1,0.2612
-0.0807,1,0.2107
0.0556,1,0.271
0.2468,1,0.2049
-0.2299,0,0.2153
-0.0269,1,0.2093
-0.7091,0,0.2304
-0.0692,1,0.2104
-1.2044,0,0.2764
-0.1331,1,0.2538
-0.0419,1,0.262
-0.7099,0,0.2304
0.3048,1,0.2045
0.038,1,0.2079
0.545,1,0.2052
0.3582,1,0.2043
-0.3816,0,0.2347
-0.1917,1,0.2487
0.2443,1,0.2049
0.1263,1,0.2063
0.1416,1,0.2061
-0.5508,0,0.2283
-0.1438,1,0.2125
-0.3142,1,0.239
-0.7437,0,0.2319
-0.3164,0,0.2389
-0.1155,1,0.2116
-0.938,0,0.2465
-1.2887,0,0.2867
-0.596,0,0.233
-1.1598,0,0.2711
-0.4138,0,0.2329
-0.6766,1,0.2293
-0.105,1,0.2563
-0.5861,0,0.2281
0.8917,1,0.2151
-0.9379,0,0.2465
-1.4346,0,0.3044
0.8147,1,0.2117
-0.0467,1,0.2616
-1.4164,0,0.3022
-0.8172,0,0.2363
-0.0112,1,0.2648
-0.8403,0,0.238
-1.1209,1,0.2665
0.2779,1,0.2046
-0.1286,1,0.212
-0.8472,0,0.2385
-0.7993,0,0.2351
-0.5278,0,0.2287
-0.3816,1,0.2347
-1.3246,0,0.291
-0.6824,1,0.2294
0.1091,1,0.276
-0.9006,0,0.243
-0.3222,1,0.2188
-0.4831,0,0.2299
-1.0241,0,0.2554
-0.4491,1,0.2312
0.3266,1,0.2044
0.333,1,0.2044
-1.4229,0,0.3273
-0.094,1,0.2573
-0.3876,1,0.2343
-0.6224,1,0.2282
-0.0451,1,0.2097
-0.4181,1,0.2327
-0.0724,1,0.2592
0.1666,1,0.2057
-0.6748,0,0.2292
0.0387,1,0.2079
-0.0684,1,0.2103
-1.7175,0,0.3319
-0.0574,1,0.2606
-0.1693,1,0.2133
-0.1339,1,0.2537
-0.977,0,0.2504
-0.394,0,0.2339
-0.091,1,0.2109
-1.3887,0,0.327
-0.2976,0,0.2402
0.2744,1,0.2047
-0.4301,0,0.2321
0.5474,1,0.2052
-0.5205,0,0.2289
-0.4374,0,0.2317
0.5963,1,0.2059
0.0669,1,0.2073
-0.7325,0,0.2313
-0.0685,1,0.2103
-0.1527,1,0.2127
-0.1087,1,0.2114
0.3338,1,0.2044
-0.1971,1,0.2142
-0.0351,1,0.2095
-0.0529,1,0.2099
-0.4981,0,0.2272
-0.9603,0,0.2487
0.0587,1,0.2075
-0.2221,0,0.2462
-0.8519,0,0.2389
-0.8185,0,0.2364
-0.1681,1,0.2507
-0.8538,0,0.2391
-1.1469,0,0.3258
-0.1685,1,0.2507
0.5348,1,0.2051
-0.0462,1,0.2616
-0.538,1,0.2285
1.0246,1,0.2227
0.3523,1,0.2043
-0.5875,0,0.2281
0.1435,1,0.2061
-0.0057,1,0.2653
0.5068,1,0.2048
-0.2916,0,0.2407
-0.6075,0,0.2281
0.0115,1,0.2084
-0.657,0,0.2288
-0.7871,0,0.2343
-0.206,0,0.2145
-0.6941,0,0.2298
-1.0447,0,0.2577
-1.27,0,0.2844
-0.0463,1,0.2098
-0.8084,0,0.2357
0.1965,1,0.2054
-0.2512,1,0.216
0.456,1,0.2045
-0.107,1,0.2114
0.1801,1,0.2056
-1.0971,0,0.2637
0.2876,1,0.2087
-1.7729,0,0.3332
-0.2309,0,0.2454
-0.9455,0,0.2472
-1.0929,0,0.2655
-2.4814,0,0.3701
-0.0282,1,0.2093
-1.8138,0,0.3342
-0.7837,0,0.2341
0.1599,1,0.2058
-0.3818,1,0.2346
-0.4964,0,0.2295
-0.0127,1,0.209
-0.1016,1,0.2112
-3.3107,0,0.5106
-1.2032,0,0.3259
-1.0156,0,0.2545
-0.7654,0,0.233
-0.6697,0,0.2291
-0.1249,1,0.2119
1.0666,1,0.2257
-0.7515,0,0.2323
-1.9355,0,0.3378
0.0282,1,0.2081
0.3362,1,0.2044
-0.3406,1,0.2372
0.2843,1,0.2046
-0.271,1,0.2168
-1.3538,0,0.2946
-0.4898,0,0.2297
0.1923,1,0.2054
-0.8759,0,0.2409
-1.0939,0,0.2633
-0.3542,0,0.2363
-0.7644,1,0.233
0.1075,1,0.2066
-0.5903,1,0.2281
-0.6836,0,0.2295
-0.3664,0,0.2356
0.2347,1,0.205
-0.9709,0,0.2498
-0.0242,1,0.2092
-0.5208,1,0.2284
-2.2468,0,0.3521
-0.4577,1,0.2309
0.1189,1,0.2064
-1.3667,0,0.2962
-1.1384,0,0.2685
-0.7725,0,0.2334
-0.4374,0,0.2317
-0.2738,0,0.242
-0.7056,0,0.2302
-1.6709,0,0.331
0.1389,1,0.2061
-0.9939,0,0.2522
-0.6044,0,0.2281
-0.4691,1,0.2304
0.3223,1,0.2044
0.2953,1,0.2045
-1.1264,0,0.2671
-0.2916,0,0.2407
-0.9486,0,0.2476
-0.8374,0,0.2378
-1.2375,0,0.326
-0.8236,0,0.2368
-0.3211,0,0.2188
0.3324,1,0.2044
-0.8456,0,0.2384
-0.8283,1,0.2371
-0.5197,0,0.2289
0.1868,1,0.2055
-0.6015,0,0.2334
-0.3901,0,0.2217
0.7202,1,0.2086
-0.0094,1,0.2089
-0.7663,0,0.2331
-0.5429,0,0.2284
-0.1232,1,0.2119
0.1099,1,0.2066
-0.0988,1,0.2112
-0.637,1,0.2284
-0.2082,1,0.2145
